id_ubicacion;departamento;provincia;distrito;ubicacion;codigo_carretera;red_vial
1;AMAZONAS;BAGUA;BAGUA;AM-101;AM-101;DEPARTAMENTAL
2;AMAZONAS;BAGUA;BAGUA;Avenida Agropecuaria;AM-101;DEPARTAMENTAL
3;AMAZONAS;BAGUA;BAGUA;Avenida Agropecuaria;NO CORRESPONDE;URBANO
4;AMAZONAS;BAGUA;BAGUA;PE-5NC;PE-5NC;NACIONAL
5;AMAZONAS;BAGUA;IMAZA;PE-5NC;PE-5NC;NACIONAL
6;AMAZONAS;BONGARA;CHURUJA;PE-08C;PE-08C;NACIONAL
7;AMAZONAS;BONGARA;VALERA;Carretera a San Pablo;AM-637;PROVINCIAL
8;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;AM-110;AM-110;DEPARTAMENTAL
9;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;Carretera Aeropuerto;AM-109;DEPARTAMENTAL
10;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;Chachapoyas;NO CORRESPONDE;URBANO
11;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;PE-08B;PE-08B;NACIONAL
12;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;PE-08C;PE-08C;NACIONAL
13;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;Sociego;NO CORRESPONDE;URBANO
14;AMAZONAS;CHACHAPOYAS;HUANCAS;PE-08C;PE-08C;NACIONAL
15;AMAZONAS;CHACHAPOYAS;LA JALCA;Jirón Nube Azul;AM-676;PROVINCIAL
16;AMAZONAS;CHACHAPOYAS;LEVANTO;Jirón Ayacucho;NO CORRESPONDE;URBANO
17;AMAZONAS;CHACHAPOYAS;MARISCAL CASTILLA;PE-08B;PE-08B;NACIONAL
18;AMAZONAS;LUYA;OCUMAL;Ocumal;SIN CLASIFICAR;SIN CLASIFICAR
19;AMAZONAS;LUYA;SAN JERONIMO;Carretera Presidente Fernando Belaúnde Terry;PE-5N;NACIONAL
20;AMAZONAS;LUYA;SANTA CATALINA;Santa Catalina;SIN CLASIFICAR;SIN CLASIFICAR
21;AMAZONAS;LUYA;TINGO;PE-08B;PE-08B;NACIONAL
22;AMAZONAS;LUYA;TINGO;Vía de Acceso Norte a Nuevo Tingo;NO CORRESPONDE;URBANO
23;AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;Achamal;AM-693;PROVINCIAL
24;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;Longar;AM-682;PROVINCIAL
25;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;PE-08B;PE-08B;NACIONAL
26;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;PE-08B;PE-08B;NACIONAL
27;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;Omia;SIN CLASIFICAR;SIN CLASIFICAR
28;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;Avenida Juan Pardo de Miguel;NO CORRESPONDE;URBANO
29;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;Jirón Alonso de Alvarado;PE-08B;NACIONAL
30;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;Avenida Chachapoyas;PE-5N;NACIONAL
31;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;Bolognesi;NO CORRESPONDE;URBANO
32;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;Carretera Presidente Fernando Belaúnde Terry;PE-5N;NACIONAL
33;AMAZONAS;UTCUBAMBA;CAJARURO;AM-102;AM-102;DEPARTAMENTAL
34;AMAZONAS;UTCUBAMBA;CAJARURO;Cajaruro;SIN CLASIFICAR;SIN CLASIFICAR
35;AMAZONAS;UTCUBAMBA;CUMBA;AM-103;AM-103;DEPARTAMENTAL
36;AMAZONAS;UTCUBAMBA;EL MILAGRO;Carretera Presidente Fernando Belaúnde Terry;PE-5N;NACIONAL
37;AMAZONAS;UTCUBAMBA;EL MILAGRO;PE-5NC;PE-5NC;NACIONAL
38;AMAZONAS;UTCUBAMBA;JAMALCA;Carretera Presidente Fernando Belaúnde Terry;PE-5N;NACIONAL
39;ANCASH;AIJA;CORIS;Vista Alegre;SIN CLASIFICAR;SIN CLASIFICAR
40;ANCASH;AIJA;HUACLLAN;Huacllán;SIN CLASIFICAR;SIN CLASIFICAR
41;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;AN-108;AN-108;DEPARTAMENTAL
42;ANCASH;ASUNCION;CHACAS;AN 647 - Carretera Chacas-Cochas;SIN CLASIFICAR;SIN CLASIFICAR
43;ANCASH;ASUNCION;CHACAS;Jirón San Martín;AN-107;DEPARTAMENTAL
44;ANCASH;BOLOGNESI;ANTONIO RAYMONDI;Mallao;AN-1240;PROVINCIAL
45;ANCASH;BOLOGNESI;ANTONIO RAYMONDI;Raquia;NO CORRESPONDE;URBANO
46;ANCASH;BOLOGNESI;AQUIA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
47;ANCASH;BOLOGNESI;CAJACAY;Cajacay;AN-1242;PROVINCIAL
48;ANCASH;BOLOGNESI;CAJACAY;Carretera a Huaraz;PE-16;NACIONAL
49;ANCASH;BOLOGNESI;CHIQUIAN;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
50;ANCASH;BOLOGNESI;HUALLANCA;AN-1263;AN-1263;PROVINCIAL
51;ANCASH;BOLOGNESI;HUALLANCA;Jirón Comercio;PE-3N;NACIONAL
52;ANCASH;BOLOGNESI;PACLLON;Via Llamac-Chiquián;AN-1263;PROVINCIAL
53;ANCASH;CARHUAZ;ACOPAMPA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
54;ANCASH;CARHUAZ;AMASHCA;Punyan;AN-800;PROVINCIAL
55;ANCASH;CARHUAZ;ANTA;Anta;AN-1106;PROVINCIAL
56;ANCASH;CARHUAZ;ANTA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
57;ANCASH;CARHUAZ;ATAQUERO;Toma;AN-1093;PROVINCIAL
58;ANCASH;CARHUAZ;CARHUAZ;AN-616;AN-1103;PROVINCIAL
59;ANCASH;CARHUAZ;CARHUAZ;Avenida La Merced;AN-107;DEPARTAMENTAL
60;ANCASH;CARHUAZ;CARHUAZ;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
61;ANCASH;CARHUAZ;MARCARA;AN-770;AN-770;PROVINCIAL
62;ANCASH;CARHUAZ;MARCARA;Carretera Longitudinal de la Sierra Norte;AN-784;PROVINCIAL
63;ANCASH;CARHUAZ;MARCARA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
64;ANCASH;CARHUAZ;MARCARA;Shumay;AN-770;PROVINCIAL
65;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;Aco;AN-770;PROVINCIAL
66;ANCASH;CARHUAZ;SHILLA;AN-107;AN-107;DEPARTAMENTAL
67;ANCASH;CARHUAZ;TINCO;Avenida Las Flores;AN-1094;PROVINCIAL
68;ANCASH;CARHUAZ;TINCO;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
69;ANCASH;CARHUAZ;YUNGAR;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
70;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;Carretera Longitudinal de Conchucos;PE-14C;NACIONAL
71;ANCASH;CARLOS FERMIN FITZCARRALD;SAN NICOLAS;AN 580;AN-625;PROVINCIAL
72;ANCASH;CARLOS FERMIN FITZCARRALD;SAN NICOLAS;Ruris;SIN CLASIFICAR;SIN CLASIFICAR
73;ANCASH;CASMA;CASMA;Avenida Magdalena;PE-1N;NACIONAL
74;ANCASH;CASMA;CASMA;Carretera Casma - Huaraz;PE-1N;NACIONAL
75;ANCASH;CASMA;CASMA;Casma;PE-1N;NACIONAL
76;ANCASH;CASMA;CASMA;Panamericana Norte;PE-1N;NACIONAL
77;ANCASH;CASMA;CASMA;PE-1N;PE-1N;NACIONAL
78;ANCASH;CASMA;COMANDANTE NOEL;Panamericana Norte;PE-1N;NACIONAL
79;ANCASH;CASMA;YAUTAN;Carretera Casma - Huaraz;PE-14;NACIONAL
80;ANCASH;CORONGO;CORONGO;AN-514;AN-514;PROVINCIAL
81;ANCASH;CORONGO;CUSCA;PE-12A;PE-12A;NACIONAL
82;ANCASH;CORONGO;LA PAMPA;PE-3NA;AN-543;PROVINCIAL
83;ANCASH;CORONGO;LA PAMPA;PE-3NA;PE-3NA;NACIONAL
84;ANCASH;CORONGO;YANAC;Avenida Mariscal Ramón Castilla;PE-12A;NACIONAL
85;ANCASH;HUARAZ;HUARAZ;Avenida 27 de Noviembre;PE-3N;NACIONAL
86;ANCASH;HUARAZ;HUARAZ;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
87;ANCASH;HUARAZ;HUARAZ;Jirón Alberto Gridilla;NO CORRESPONDE;URBANO
88;ANCASH;HUARAZ;INDEPENDENCIA;Avenida Centenario;NO CORRESPONDE;URBANO
89;ANCASH;HUARAZ;INDEPENDENCIA;Carretera Casma - Huaraz;PE-14;NACIONAL
90;ANCASH;HUARAZ;INDEPENDENCIA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
91;ANCASH;HUARAZ;JANGAS;Jahua;AN-1115;PROVINCIAL
92;ANCASH;HUARAZ;LA LIBERTAD;Arcash;SIN CLASIFICAR;SIN CLASIFICAR
93;ANCASH;HUARAZ;OLLEROS;Avenida 28 de Julio;NO CORRESPONDE;URBANO
94;ANCASH;HUARAZ;OLLEROS;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
95;ANCASH;HUARAZ;PAMPAS GRANDE;AN-742;AN-1136;PROVINCIAL
96;ANCASH;HUARAZ;PIRA;AN 727;SIN CLASIFICAR;SIN CLASIFICAR
97;ANCASH;HUARAZ;PIRA;AN-726;PE-14;NACIONAL
98;ANCASH;HUARAZ;PIRA;Carretera Casma - Huaraz;PE-14;NACIONAL
99;ANCASH;HUARAZ;TARICA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
100;ANCASH;HUARI;CAJAY;AN-654;AN-654;PROVINCIAL
101;ANCASH;HUARI;CHAVIN DE HUANTAR;AN-110;AN-110;DEPARTAMENTAL
102;ANCASH;HUARI;CHAVIN DE HUANTAR;AN-738;AN-738;PROVINCIAL
103;ANCASH;HUARI;CHAVIN DE HUANTAR;Jirón 17 de Enero Sur;SIN CLASIFICAR;SIN CLASIFICAR
104;ANCASH;HUARI;HUANTAR;AN-110;AN-110;DEPARTAMENTAL
105;ANCASH;HUARI;HUANTAR;PE-14A;PE-14A;NACIONAL
106;ANCASH;HUARI;HUANTAR;PE-14A;SIN CLASIFICAR;SIN CLASIFICAR
107;ANCASH;HUARI;HUANTAR;Puente Véliz;AN-110;DEPARTAMENTAL
108;ANCASH;HUARI;HUARI;Ampas;SIN CLASIFICAR;SIN CLASIFICAR
109;ANCASH;HUARI;HUARI;AN-657;AN-657;PROVINCIAL
110;ANCASH;HUARI;HUARI;PE-14A;PE-14A;NACIONAL
111;ANCASH;HUARI;MASIN;Jirón Los Pinos;AN-665;PROVINCIAL
112;ANCASH;HUARI;MASIN;PE-14A;PE-14A;NACIONAL
113;ANCASH;HUARI;PAUCAS;Viscas;NO CORRESPONDE;URBANO
114;ANCASH;HUARI;PONTO;AN-699;SIN CLASIFICAR;SIN CLASIFICAR
115;ANCASH;HUARI;PONTO;AN-706;AN-706;PROVINCIAL
116;ANCASH;HUARI;RAPAYAN;AN-691;SIN CLASIFICAR;SIN CLASIFICAR
117;ANCASH;HUARI;SAN MARCOS;Puente Véliz;AN-110;DEPARTAMENTAL
118;ANCASH;HUARI;SAN MARCOS;San Marcos;SIN CLASIFICAR;SIN CLASIFICAR
119;ANCASH;HUARI;UCO;Jirón Fitzcarrald;PE-14A;NACIONAL
120;ANCASH;HUARI;UCO;PE-14A;PE-14A;NACIONAL
121;ANCASH;HUARMEY;HUARMEY;Carretera Huarmey - Recuay;AN-109;DEPARTAMENTAL
122;ANCASH;HUARMEY;HUARMEY;Panamericana Norte;PE-1N;NACIONAL
123;ANCASH;HUAYLAS;CARAZ;Carretera a Laguna de Parón;AN-836;PROVINCIAL
124;ANCASH;HUAYLAS;CARAZ;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
125;ANCASH;HUAYLAS;CARAZ;Desvío Conopa;AN-901;PROVINCIAL
126;ANCASH;HUAYLAS;CARAZ;Jirón San Martín;NO CORRESPONDE;URBANO
127;ANCASH;HUAYLAS;HUALLANCA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
128;ANCASH;HUAYLAS;PAMPAROMAS;AN-894;AN-104;DEPARTAMENTAL
129;ANCASH;HUAYLAS;PAMPAROMAS;Carretera Samanco - Caraz;AN-104;DEPARTAMENTAL
130;ANCASH;HUAYLAS;PUEBLO LIBRE;Marca;NO CORRESPONDE;URBANO
131;ANCASH;MARISCAL LUZURIAGA;LLUMPA;Carretera Longitudinal de Conchucos;PE-14C;NACIONAL
132;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;Carretera Longitudinal de Conchucos;PE-14C;NACIONAL
133;ANCASH;OCROS;SAN CRISTOBAL DE RAJAN;Jirón Altamira;AN-1307;PROVINCIAL
134;ANCASH;PALLASCA;PALLASCA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
135;ANCASH;PALLASCA;SANTA ROSA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
136;ANCASH;PALLASCA;TAUCA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
137;ANCASH;POMABAMBA;PAROBAMBA;AN-585;AN-585;PROVINCIAL
138;ANCASH;POMABAMBA;PAROBAMBA;Parobamba;AN-585;PROVINCIAL
139;ANCASH;POMABAMBA;POMABAMBA;AN-585;AN-585;PROVINCIAL
140;ANCASH;POMABAMBA;POMABAMBA;AN-592;SIN CLASIFICAR;SIN CLASIFICAR
141;ANCASH;POMABAMBA;POMABAMBA;AN-594;AN-541;PROVINCIAL
142;ANCASH;POMABAMBA;POMABAMBA;AN-594;AN-594;PROVINCIAL
143;ANCASH;POMABAMBA;POMABAMBA;Carretera Longitudinal de Conchucos;PE-14C;NACIONAL
144;ANCASH;POMABAMBA;POMABAMBA;Jirón Chachapoyas;PE-14C;NACIONAL
145;ANCASH;POMABAMBA;QUINUABAMBA;Quinuabamba;AN-585;PROVINCIAL
146;ANCASH;RECUAY;CATAC;Avenida Dos de Mayo;AN-110;DEPARTAMENTAL
147;ANCASH;RECUAY;CATAC;Carretera a Huaraz;PE-16;NACIONAL
148;ANCASH;RECUAY;CATAC;Carretera Longitudinal de la Sierra Norte;PE-1NA;NACIONAL
149;ANCASH;RECUAY;CATAC;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
150;ANCASH;RECUAY;COTAPARACO;AN 799;AN-1229;PROVINCIAL
151;ANCASH;RECUAY;COTAPARACO;Cotaparaco;AN-1225;PROVINCIAL
152;ANCASH;RECUAY;HUAYLLAPAMPA;AN-1236;AN-1236;PROVINCIAL
153;ANCASH;RECUAY;LLACLLIN;Carretera a Huaraz;PE-16;NACIONAL
154;ANCASH;RECUAY;MARCA;AN-1238;AN-1238;PROVINCIAL
155;ANCASH;RECUAY;MARCA;Marca;AN-1239;PROVINCIAL
156;ANCASH;RECUAY;RECUAY;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
157;ANCASH;RECUAY;TICAPAMPA;AN-110;AN-110;DEPARTAMENTAL
158;ANCASH;RECUAY;TICAPAMPA;Túnel de Kahuish;AN-110;DEPARTAMENTAL
159;ANCASH;SANTA;CHIMBOTE;AN-107;AN-107;DEPARTAMENTAL
160;ANCASH;SANTA;CHIMBOTE;AN-107;SIN CLASIFICAR;SIN CLASIFICAR
161;ANCASH;SANTA;CHIMBOTE;Avenida Camino Real;NO CORRESPONDE;URBANO
162;ANCASH;SANTA;CHIMBOTE;Avenida Enrique Meiggs;PE-1N;NACIONAL
163;ANCASH;SANTA;CHIMBOTE;Avenida Francisco Bolognesi;PE-1N;NACIONAL
164;ANCASH;SANTA;CHIMBOTE;Avenida José Gálvez;NO CORRESPONDE;URBANO
165;ANCASH;SANTA;CHIMBOTE;Avenida José Gálvez;PE-1N;NACIONAL
166;ANCASH;SANTA;CHIMBOTE;Avenida Victor Raúl Haya de la Torre;NO CORRESPONDE;URBANO
167;ANCASH;SANTA;CHIMBOTE;Jirón Salamanca;NO CORRESPONDE;URBANO
168;ANCASH;SANTA;CHIMBOTE;PE-12;PE-12;NACIONAL
169;ANCASH;SANTA;CHIMBOTE;Prolongación Leoncio Prado;NO CORRESPONDE;URBANO
170;ANCASH;SANTA;CHIMBOTE;Prolongación Miguel Grau;NO CORRESPONDE;URBANO
171;ANCASH;SANTA;COISHCO;Avenida Jorge Chávez;PE-1N;NACIONAL
172;ANCASH;SANTA;COISHCO;Calle Kennedy;NO CORRESPONDE;URBANO
173;ANCASH;SANTA;COISHCO;Panamericana Norte;PE-1N;NACIONAL
174;ANCASH;SANTA;MORO;Moro;AN-104;DEPARTAMENTAL
175;ANCASH;SANTA;NEPEÑA;Carretera a Vesique;PE-1N;NACIONAL
176;ANCASH;SANTA;NEPEÑA;Carretera Samanco - Caraz;AN-104;DEPARTAMENTAL
177;ANCASH;SANTA;NEPEÑA;Panamericana Norte;PE-1N;NACIONAL
178;ANCASH;SANTA;NEPEÑA;San Jose;AN-921;PROVINCIAL
179;ANCASH;SANTA;NUEVO CHIMBOTE;Avenida Anchoveta;PE-1N;NACIONAL
180;ANCASH;SANTA;NUEVO CHIMBOTE;Avenida Brasil;NO CORRESPONDE;URBANO
181;ANCASH;SANTA;NUEVO CHIMBOTE;Avenida Pacífico;NO CORRESPONDE;URBANO
182;ANCASH;SANTA;NUEVO CHIMBOTE;Nuevo Chimbote;AN-879;PROVINCIAL
183;ANCASH;SANTA;NUEVO CHIMBOTE;Nuevo Chimbote;NO CORRESPONDE;URBANO
184;ANCASH;SANTA;NUEVO CHIMBOTE;Panamericana Norte;PE-1N;NACIONAL
185;ANCASH;SANTA;SAMANCO;Avenida 1 de Mayo;AN-933;PROVINCIAL
186;ANCASH;SANTA;SAMANCO;Carretera a Vesique;AN-930;PROVINCIAL
187;ANCASH;SANTA;SAMANCO;Panamericana Norte;PE-1N;NACIONAL
188;ANCASH;SANTA;SANTA;Panamericana Norte;PE-1N;NACIONAL
189;ANCASH;SIHUAS;ALFONSO UGARTE;Ullulluco;SIN CLASIFICAR;SIN CLASIFICAR
190;ANCASH;SIHUAS;CASHAPAMPA;Carretera Longitudinal de Conchucos;PE-14C;NACIONAL
191;ANCASH;SIHUAS;CASHAPAMPA;PE-12A;PE-12A;NACIONAL
192;ANCASH;SIHUAS;QUICHES;Avenida Raymondi;NO CORRESPONDE;URBANO
193;ANCASH;SIHUAS;RAGASH;AN-558;AN-558;PROVINCIAL
194;ANCASH;SIHUAS;SAN JUAN;AN-575;AN-575;PROVINCIAL
195;ANCASH;SIHUAS;SAN JUAN;Carretera Longitudinal de Conchucos;PE-14C;NACIONAL
196;ANCASH;SIHUAS;SICSIBAMBA;AN-575;AN-575;PROVINCIAL
197;ANCASH;SIHUAS;SIHUAS;Avenida 28 de Julio;PE-12A;NACIONAL
198;ANCASH;SIHUAS;SIHUAS;Jirón Bolivar;PE-12A;NACIONAL
199;ANCASH;SIHUAS;SIHUAS;Sihuas;AN-550;PROVINCIAL
200;ANCASH;YUNGAY;MANCOS;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
201;ANCASH;YUNGAY;MANCOS;Jirón Ríobamba;PE-3N;NACIONAL
202;ANCASH;YUNGAY;QUILLO;Quillo;SIN CLASIFICAR;SIN CLASIFICAR
203;ANCASH;YUNGAY;RANRAHIRCA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
204;ANCASH;YUNGAY;SHUPLUY;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
205;ANCASH;YUNGAY;YANAMA;Yanama;SIN CLASIFICAR;SIN CLASIFICAR
206;ANCASH;YUNGAY;YUNGAY;Carretera a Rayan-Punyan;SIN CLASIFICAR;SIN CLASIFICAR
207;ANCASH;YUNGAY;YUNGAY;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
208;ANCASH;YUNGAY;YUNGAY;Carretera Longitudinal de la Sierra Norte;SIN CLASIFICAR;SIN CLASIFICAR
209;ANCASH;YUNGAY;YUNGAY;Vía Runtu;AN-828;PROVINCIAL
210;ANCASH;YUNGAY;YUNGAY;Yungay;AN-829;PROVINCIAL
211;ANCASH;YUNGAY;YUNGAY;Yungay;NO CORRESPONDE;URBANO
212;APURIMAC;ABANCAY;ABANCAY;AP-103;AP-103;DEPARTAMENTAL
213;APURIMAC;ABANCAY;ABANCAY;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
214;APURIMAC;ABANCAY;ABANCAY;Jirón Junin;NO CORRESPONDE;URBANO
215;APURIMAC;ABANCAY;CIRCA;Carretera Nasca - Abancay;PE-30A;NACIONAL
216;APURIMAC;ABANCAY;CURAHUASI;AP-112;AP-112;DEPARTAMENTAL
217;APURIMAC;ABANCAY;CURAHUASI;AP-112;SIN CLASIFICAR;SIN CLASIFICAR
218;APURIMAC;ABANCAY;CURAHUASI;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
219;APURIMAC;ABANCAY;CURAHUASI;Ccollo;SIN CLASIFICAR;SIN CLASIFICAR
220;APURIMAC;ABANCAY;LAMBRAMA;AP-833;AP-833;PROVINCIAL
221;APURIMAC;ABANCAY;LAMBRAMA;PE-3SF;PE-3SF;NACIONAL
222;APURIMAC;ABANCAY;PICHIRHUA;Carretera Nasca - Abancay;PE-30A;NACIONAL
223;APURIMAC;ABANCAY;SAN PEDRO DE CACHORA;AP-116;SIN CLASIFICAR;SIN CLASIFICAR
224;APURIMAC;ABANCAY;TAMBURCO;Avenida Tamburco;PE-3S;NACIONAL
225;APURIMAC;ABANCAY;TAMBURCO;Tamburco;SIN CLASIFICAR;SIN CLASIFICAR
226;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;Avenida Ayacucho;AP-560;PROVINCIAL
227;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;Avenida Confraternidad;AP-560;PROVINCIAL
228;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;Avenida Lázaro Carrillo;AP-680;PROVINCIAL
229;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;Avenida Los Cedros;NO CORRESPONDE;URBANO
230;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;Avenida Malinas;NO CORRESPONDE;URBANO
231;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;Avenida Sesquicentenario;PE-3S;NACIONAL
232;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
233;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;Ccacce;SIN CLASIFICAR;SIN CLASIFICAR
234;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;Ccarancalla;AP-564;PROVINCIAL
235;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;Huinchos;AP-672;PROVINCIAL
236;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;Llantuyhuanca;NO CORRESPONDE;URBANO
237;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;PE-30B;PE-30B;NACIONAL
238;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;San José;NO CORRESPONDE;URBANO
239;APURIMAC;ANDAHUAYLAS;ANDARAPA;HUAYOPAMPA / PULTOCC;AP-575;PROVINCIAL
240;APURIMAC;ANDAHUAYLAS;CHIARA;Chillmay;SIN CLASIFICAR;SIN CLASIFICAR
241;APURIMAC;ANDAHUAYLAS;HUANCARAMA;Acco;AP-597;PROVINCIAL
242;APURIMAC;ANDAHUAYLAS;HUANCARAMA;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
243;APURIMAC;ANDAHUAYLAS;HUANCARAY;Pampamarca;AP-719;PROVINCIAL
244;APURIMAC;ANDAHUAYLAS;HUANCARAY;Pampamarca;SIN CLASIFICAR;SIN CLASIFICAR
245;APURIMAC;ANDAHUAYLAS;JOSE MARIA ARGUEDAS;AP-685;AP-693;PROVINCIAL
246;APURIMAC;ANDAHUAYLAS;JOSE MARIA ARGUEDAS;AP-692;AP-692;PROVINCIAL
247;APURIMAC;ANDAHUAYLAS;JOSE MARIA ARGUEDAS;AP-694;AP-694;PROVINCIAL
248;APURIMAC;ANDAHUAYLAS;JOSE MARIA ARGUEDAS;Avenida Orillas;NO CORRESPONDE;URBANO
249;APURIMAC;ANDAHUAYLAS;JOSE MARIA ARGUEDAS;José María Arguedas;SIN CLASIFICAR;SIN CLASIFICAR
250;APURIMAC;ANDAHUAYLAS;JOSE MARIA ARGUEDAS;PE-30B;PE-30B;NACIONAL
251;APURIMAC;ANDAHUAYLAS;KAQUIABAMBA;Olivos;AP-576;PROVINCIAL
252;APURIMAC;ANDAHUAYLAS;KAQUIABAMBA;Trojahuasi;AP-578;PROVINCIAL
253;APURIMAC;ANDAHUAYLAS;KISHUARA;AP-100;AP-100;DEPARTAMENTAL
254;APURIMAC;ANDAHUAYLAS;KISHUARA;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
255;APURIMAC;ANDAHUAYLAS;KISHUARA;Kishuara;NO CORRESPONDE;URBANO
256;APURIMAC;ANDAHUAYLAS;PACOBAMBA;AP-100;AP-100;DEPARTAMENTAL
257;APURIMAC;ANDAHUAYLAS;PACOBAMBA;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
258;APURIMAC;ANDAHUAYLAS;PACUCHA;Cotahuacho Alto;AP-576;PROVINCIAL
259;APURIMAC;ANDAHUAYLAS;PACUCHA;Cotahuacho Alto;SIN CLASIFICAR;SIN CLASIFICAR
260;APURIMAC;ANDAHUAYLAS;PAMPACHIRI;Pampachiri;PE-30B;NACIONAL
261;APURIMAC;ANDAHUAYLAS;SAN ANTONIO DE CACHI;AP-104;AP-104;DEPARTAMENTAL
262;APURIMAC;ANDAHUAYLAS;SAN ANTONIO DE CACHI;Ccapcca;AP-728;PROVINCIAL
263;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;Ancatira;SIN CLASIFICAR;SIN CLASIFICAR
264;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
265;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;Jirón Bolognesi;NO CORRESPONDE;URBANO
266;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;Jirón San Martín;NO CORRESPONDE;URBANO
267;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;Puiso;AN-770;PROVINCIAL
268;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;Suilluaca;NO CORRESPONDE;URBANO
269;APURIMAC;ANDAHUAYLAS;SAN MIGUEL DE CHACCRAMPA;Virgen del Carmen de Tambo;AP-104;DEPARTAMENTAL
270;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;Alejo Pata;PE-3S;NACIONAL
271;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
272;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;Taramba;NO CORRESPONDE;URBANO
273;APURIMAC;ANDAHUAYLAS;TALAVERA;AP-102;AP-102;DEPARTAMENTAL
274;APURIMAC;ANDAHUAYLAS;TALAVERA;AP-572;AP-572;PROVINCIAL
