id_ubicacion;departamento;provincia;distrito;ubicacion;codigo_carretera;red_vial
959;CAJAMARCA;CUTERVO;SANTO DOMINGO DE LA CAPILLA;CA-814;CA-814;PROVINCIAL
960;CAJAMARCA;CUTERVO;SANTO DOMINGO DE LA CAPILLA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
961;CAJAMARCA;CUTERVO;SANTO TOMAS;Santo Tomás;SIN CLASIFICAR;SIN CLASIFICAR
962;CAJAMARCA;CUTERVO;SOCOTA;CA-787;CA-787;PROVINCIAL
963;CAJAMARCA;CUTERVO;SOCOTA;CA-788;CA-788;PROVINCIAL
964;CAJAMARCA;CUTERVO;SOCOTA;CA-807;CA-807;PROVINCIAL
965;CAJAMARCA;CUTERVO;SOCOTA;PE-3ND;PE-3ND;NACIONAL
966;CAJAMARCA;CUTERVO;SOCOTA;Socota;CA-789;PROVINCIAL
967;CAJAMARCA;HUALGAYOC;BAMBAMARCA;Bambamarca;CA-1063;PROVINCIAL
968;CAJAMARCA;HUALGAYOC;BAMBAMARCA;Bambamarca;NO CORRESPONDE;URBANO
969;CAJAMARCA;HUALGAYOC;BAMBAMARCA;Bambamarca;PE-3N;NACIONAL
970;CAJAMARCA;HUALGAYOC;BAMBAMARCA;Bambamarca;SIN CLASIFICAR;SIN CLASIFICAR
971;CAJAMARCA;HUALGAYOC;BAMBAMARCA;CA-107;CA-107;DEPARTAMENTAL
972;CAJAMARCA;HUALGAYOC;BAMBAMARCA;CA-109;CA-970;PROVINCIAL
973;CAJAMARCA;HUALGAYOC;BAMBAMARCA;CA-966;CA-966;PROVINCIAL
974;CAJAMARCA;HUALGAYOC;BAMBAMARCA;Carretera Longitudinal de la Sierra Norte;PE-1NA;NACIONAL
975;CAJAMARCA;HUALGAYOC;BAMBAMARCA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
976;CAJAMARCA;HUALGAYOC;BAMBAMARCA;El Romero;CA-965;PROVINCIAL
977;CAJAMARCA;HUALGAYOC;BAMBAMARCA;El Tambo;CA-1066;PROVINCIAL
978;CAJAMARCA;HUALGAYOC;BAMBAMARCA;Huangamarca;PE-1N;NACIONAL
979;CAJAMARCA;HUALGAYOC;BAMBAMARCA;Jirón 7 de Junio;NO CORRESPONDE;URBANO
980;CAJAMARCA;HUALGAYOC;BAMBAMARCA;Jirón Jorge Chavez;NO CORRESPONDE;URBANO
981;CAJAMARCA;HUALGAYOC;BAMBAMARCA;Jirón Pencaspampa;CA-1177;PROVINCIAL
982;CAJAMARCA;HUALGAYOC;BAMBAMARCA;PE-3NB;PE-3NB;NACIONAL
983;CAJAMARCA;HUALGAYOC;BAMBAMARCA;San Antonio Bajo;NO CORRESPONDE;URBANO
984;CAJAMARCA;HUALGAYOC;BAMBAMARCA;San Antonio Bajo;SIN CLASIFICAR;SIN CLASIFICAR
985;CAJAMARCA;HUALGAYOC;CHUGUR;CA-876;CA-876;PROVINCIAL
986;CAJAMARCA;HUALGAYOC;HUALGAYOC;CA-1168;PE-3N;NACIONAL
987;CAJAMARCA;HUALGAYOC;HUALGAYOC;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
988;CAJAMARCA;JAEN;BELLAVISTA;Bellavista;CA-744;PROVINCIAL
989;CAJAMARCA;JAEN;BELLAVISTA;CA-745;CA-745;PROVINCIAL
990;CAJAMARCA;JAEN;BELLAVISTA;Carretera Presidente Fernando Belaúnde Terry;PE-5N;NACIONAL
991;CAJAMARCA;JAEN;BELLAVISTA;PE-02B;PE-02B;NACIONAL
992;CAJAMARCA;JAEN;BELLAVISTA;PE-5N;PE-5N;NACIONAL
993;CAJAMARCA;JAEN;BELLAVISTA;San Agustín;CA-734;PROVINCIAL
994;CAJAMARCA;JAEN;BELLAVISTA;San Juan del Puquio;PE-5N;NACIONAL
995;CAJAMARCA;JAEN;BELLAVISTA;Santa Cruz;CA-744;PROVINCIAL
996;CAJAMARCA;JAEN;CHONTALI;CA-666;CA-666;PROVINCIAL
997;CAJAMARCA;JAEN;COLASAY;CA-672;CA-672;PROVINCIAL
998;CAJAMARCA;JAEN;COLASAY;CA-672;CA-674;PROVINCIAL
999;CAJAMARCA;JAEN;COLASAY;CA-678;SIN CLASIFICAR;SIN CLASIFICAR
1000;CAJAMARCA;JAEN;JAEN;Atahualpa;NO CORRESPONDE;URBANO
1001;CAJAMARCA;JAEN;JAEN;Avenida Pakamuros;PE-5N;NACIONAL
1002;CAJAMARCA;JAEN;JAEN;Avenida Villanuevo Pinillos;NO CORRESPONDE;URBANO
1003;CAJAMARCA;JAEN;JAEN;CA-761;CA-761;PROVINCIAL
1004;CAJAMARCA;JAEN;JAEN;Carretera Presidente Fernando Belaúnde Terry;PE-04C;NACIONAL
1005;CAJAMARCA;JAEN;JAEN;Carretera Presidente Fernando Belaúnde Terry;PE-5N;NACIONAL
1006;CAJAMARCA;JAEN;JAEN;Fila Alta;PE-5N;NACIONAL
1007;CAJAMARCA;JAEN;JAEN;Iquitos;NO CORRESPONDE;URBANO
1008;CAJAMARCA;JAEN;JAEN;Jaén;PE-5N;NACIONAL
1009;CAJAMARCA;JAEN;JAEN;Jorge Chávez;NO CORRESPONDE;URBANO
1010;CAJAMARCA;JAEN;JAEN;Mariscal Ureta;NO CORRESPONDE;URBANO
1011;CAJAMARCA;JAEN;JAEN;Mesones Muro;PE-5N;NACIONAL
1012;CAJAMARCA;JAEN;JAEN;PE-5N;PE-5N;NACIONAL
1013;CAJAMARCA;JAEN;POMAHUACA;CA-685;CA-685;PROVINCIAL
1014;CAJAMARCA;JAEN;POMAHUACA;Calle Lenin Cervera Llagenta;NO CORRESPONDE;URBANO
1015;CAJAMARCA;JAEN;POMAHUACA;Carretera Presidente Fernando Belaúnde Terry;PE-3N;NACIONAL
1016;CAJAMARCA;JAEN;PUCARA;Carretera Presidente Fernando Belaúnde Terry;PE-3N;NACIONAL
1017;CAJAMARCA;JAEN;PUCARA;Pucará;PE-3N;NACIONAL
1018;CAJAMARCA;JAEN;PUCARA;Pucará;SIN CLASIFICAR;SIN CLASIFICAR
1019;CAJAMARCA;JAEN;SAN FELIPE;Calle Tarata;NO CORRESPONDE;URBANO
1020;CAJAMARCA;JAEN;SAN FELIPE;Carretera Presidente Fernando Belaúnde Terry;PE-3N;NACIONAL
1021;CAJAMARCA;JAEN;SAN FELIPE;San Felipe;SIN CLASIFICAR;SIN CLASIFICAR
1022;CAJAMARCA;JAEN;SAN JOSE DEL ALTO;PE-02B;PE-02B;NACIONAL
1023;CAJAMARCA;JAEN;SAN JOSE DEL ALTO;San José del Alto;SIN CLASIFICAR;SIN CLASIFICAR
1024;CAJAMARCA;JAEN;SANTA ROSA;CA-720;CA-720;PROVINCIAL
1025;CAJAMARCA;JAEN;SANTA ROSA;Santa Rosa;CA-712;PROVINCIAL
1026;CAJAMARCA;SAN IGNACIO;CHIRINOS;CA-623;CA-623;PROVINCIAL
1027;CAJAMARCA;SAN IGNACIO;CHIRINOS;Cordillera Andina;CA-611;PROVINCIAL
1028;CAJAMARCA;SAN IGNACIO;CHIRINOS;El Corazon;CA-547;PROVINCIAL
1029;CAJAMARCA;SAN IGNACIO;CHIRINOS;La Tranca;CA-549;PROVINCIAL
1030;CAJAMARCA;SAN IGNACIO;CHIRINOS;PE-5N;PE-5N;NACIONAL
1031;CAJAMARCA;SAN IGNACIO;HUARANGO;CA-585;CA-585;PROVINCIAL
1032;CAJAMARCA;SAN IGNACIO;LA COIPA;La Coipa;CA-637;PROVINCIAL
1033;CAJAMARCA;SAN IGNACIO;LA COIPA;PE-02B;PE-02B;NACIONAL
1034;CAJAMARCA;SAN IGNACIO;NAMBALLE;Mariano Melgar;PE-3N;NACIONAL
1035;CAJAMARCA;SAN IGNACIO;NAMBALLE;PE-5N;PE-5N;NACIONAL
1036;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;Jirón Huáscar;NO CORRESPONDE;URBANO
1037;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;Mariano Melgar;CA-538;PROVINCIAL
1038;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;Mariano Melgar;NO CORRESPONDE;URBANO
1039;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;Mariano Melgar;PE-5N;NACIONAL
1040;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;PE-5N;PE-5N;NACIONAL
1041;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;San Ignacio;CA-533;PROVINCIAL
1042;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;San Ignacio;NO CORRESPONDE;URBANO
1043;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;Vía de evitamiento;PE-5N;NACIONAL
1044;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;Calabozo;CA-556;PROVINCIAL
1045;CAJAMARCA;SAN IGNACIO;TABACONAS;PE-02B;PE-02B;NACIONAL
1046;CAJAMARCA;SAN MARCOS;CHANCAY;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
1047;CAJAMARCA;SAN MARCOS;GREGORIO PITA;CA-1563;CA-1562;PROVINCIAL
1048;CAJAMARCA;SAN MARCOS;GREGORIO PITA;Calle Real;NO CORRESPONDE;URBANO
1049;CAJAMARCA;SAN MARCOS;GREGORIO PITA;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
1050;CAJAMARCA;SAN MARCOS;ICHOCAN;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
1051;CAJAMARCA;SAN MARCOS;ICHOCAN;Ichocán;PE-3N;NACIONAL
1052;CAJAMARCA;SAN MARCOS;JOSE MANUEL QUIROZ;Shirac;CA-1595;PROVINCIAL
1053;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;Carretera Longitudinal de la Sierra Norte;PE-3N;NACIONAL
1054;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;Pedro Gálvez;SIN CLASIFICAR;SIN CLASIFICAR
1055;CAJAMARCA;SAN MIGUEL;BOLIVAR;CA-1227;CA-1227;PROVINCIAL
1056;CAJAMARCA;SAN MIGUEL;CALQUIS;CA-1215;CA-1215;PROVINCIAL
1057;CAJAMARCA;SAN MIGUEL;CALQUIS;CA-1217;CA-1217;PROVINCIAL
1058;CAJAMARCA;SAN MIGUEL;CALQUIS;CA-1217;SIN CLASIFICAR;SIN CLASIFICAR
1059;CAJAMARCA;SAN MIGUEL;LLAPA;CA-100;CA-100;DEPARTAMENTAL
1060;CAJAMARCA;SAN MIGUEL;NIEPOS;PE-1NI;PE-1NI;NACIONAL
1061;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;CA-100;CA-100;DEPARTAMENTAL
1062;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;CA-100;CA-100;DEPARTAMENTAL
1063;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;CA-1212;CA-1212;PROVINCIAL
1064;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;CA-1240;PE-1N;NACIONAL
1065;CAJAMARCA;SAN MIGUEL;UNION AGUA BLANCA;CA-1219;CA-1219;PROVINCIAL
1066;CAJAMARCA;SAN PABLO;SAN BERNARDINO;CA-1302;CA-1302;PROVINCIAL
1067;CAJAMARCA;SAN PABLO;SAN BERNARDINO;Carretera Ciudad de Dios - Cajamarca;PE-08;NACIONAL
1068;CAJAMARCA;SAN PABLO;SAN BERNARDINO;San Pablo - Chilete;PE-08A;NACIONAL
1069;CAJAMARCA;SAN PABLO;SAN PABLO;Capilla de Unanca;CA-1290;PROVINCIAL
1070;CAJAMARCA;SAN PABLO;SAN PABLO;PE-08A;CA-1277;PROVINCIAL
1071;CAJAMARCA;SAN PABLO;SAN PABLO;San Pablo;CA-1284;PROVINCIAL
1072;CAJAMARCA;SAN PABLO;TUMBADEN;CA-1262;CA-1262;PROVINCIAL
1073;CAJAMARCA;SAN PABLO;TUMBADEN;CA-1263;CA-1263;PROVINCIAL
1074;CAJAMARCA;SAN PABLO;TUMBADEN;PE-08A;CA-1254;PROVINCIAL
1075;CAJAMARCA;SANTA CRUZ;CATACHE;Catache;SIN CLASIFICAR;SIN CLASIFICAR
1076;CAJAMARCA;SANTA CRUZ;CATACHE;PE-06B;PE-06B;NACIONAL
1077;CAJAMARCA;SANTA CRUZ;CHANCAYBAÑOS;Chancaybaños;CA-883;PROVINCIAL
1078;CAJAMARCA;SANTA CRUZ;SANTA CRUZ;Jirón Cutervo;NO CORRESPONDE;URBANO
1079;CAJAMARCA;SANTA CRUZ;SAUCEPAMPA;Saucepampa;CA-875;PROVINCIAL
1080;CAJAMARCA;SANTA CRUZ;UTICYACU;Uticyacu;SIN CLASIFICAR;SIN CLASIFICAR
1081;CALLAO;CALLAO;BELLAVISTA;Avenida Óscar Raimundo Benavides;NO CORRESPONDE;URBANO
1082;CALLAO;CALLAO;BELLAVISTA;Jirón Colina;NO CORRESPONDE;URBANO
1083;CALLAO;CALLAO;BELLAVISTA;Jirón Vigil;NO CORRESPONDE;URBANO
1084;CALLAO;CALLAO;CALLAO;Alameda Central;NO CORRESPONDE;URBANO
1085;CALLAO;CALLAO;CALLAO;Avenida A;PE-20;NACIONAL
1086;CALLAO;CALLAO;CALLAO;Avenida Alfredo Palacios;NO CORRESPONDE;URBANO
1087;CALLAO;CALLAO;CALLAO;Avenida Argentina;NO CORRESPONDE;URBANO
1088;CALLAO;CALLAO;CALLAO;Avenida Argentina;PE-20I;NACIONAL
1089;CALLAO;CALLAO;CALLAO;Avenida Atalaya;PE-20;NACIONAL
1090;CALLAO;CALLAO;CALLAO;Avenida Canadá;NO CORRESPONDE;URBANO
1091;CALLAO;CALLAO;CALLAO;Avenida Carlos Germán Amezaga;NO CORRESPONDE;URBANO
1092;CALLAO;CALLAO;CALLAO;Avenida Comandante Pérez Salmón;NO CORRESPONDE;URBANO
1093;CALLAO;CALLAO;CALLAO;Avenida Coronel Nestor Gambetta;CL-100;DEPARTAMENTAL
1094;CALLAO;CALLAO;CALLAO;Avenida Coronel Nestor Gambetta;PE-20;NACIONAL
1095;CALLAO;CALLAO;CALLAO;Avenida Coronel Néstor Gambetta;PE-20;NACIONAL
1096;CALLAO;CALLAO;CALLAO;Avenida de la Alameda;NO CORRESPONDE;URBANO
1097;CALLAO;CALLAO;CALLAO;Avenida El Olivar;NO CORRESPONDE;URBANO
1098;CALLAO;CALLAO;CALLAO;Avenida Elmer Faucett;PE-20B;NACIONAL
1099;CALLAO;CALLAO;CALLAO;Avenida Los Dominicos;NO CORRESPONDE;URBANO
1100;CALLAO;CALLAO;CALLAO;Avenida Los Nenufares;NO CORRESPONDE;URBANO
1101;CALLAO;CALLAO;CALLAO;Avenida Miguel Grau;NO CORRESPONDE;URBANO
1102;CALLAO;CALLAO;CALLAO;Avenida Morales Duarez;PE-20B;NACIONAL
1103;CALLAO;CALLAO;CALLAO;Avenida Oquendo;NO CORRESPONDE;URBANO
1104;CALLAO;CALLAO;CALLAO;Avenida Óscar Raimundo Benavides;NO CORRESPONDE;URBANO
1105;CALLAO;CALLAO;CALLAO;Avenida Paseo Japón;NO CORRESPONDE;URBANO
1106;CALLAO;CALLAO;CALLAO;Avenida Principal;NO CORRESPONDE;URBANO
1107;CALLAO;CALLAO;CALLAO;Avenida República de Panamá;NO CORRESPONDE;URBANO
1108;CALLAO;CALLAO;CALLAO;Avenida Santa Rosa;PE-20I;NACIONAL
1109;CALLAO;CALLAO;CALLAO;Avenida Tomás Valle;NO CORRESPONDE;URBANO
1110;CALLAO;CALLAO;CALLAO;Callao;NO CORRESPONDE;URBANO
1111;CALLAO;CALLAO;CALLAO;Callao;PE-20B;NACIONAL
1112;CALLAO;CALLAO;CALLAO;Calle California;PE-20;NACIONAL
1113;CALLAO;CALLAO;CALLAO;Calle Central;NO CORRESPONDE;URBANO
1114;CALLAO;CALLAO;CALLAO;Calle Contralmirante Mariátegui;NO CORRESPONDE;URBANO
1115;CALLAO;CALLAO;CALLAO;Calle La Planta;NO CORRESPONDE;URBANO
1116;CALLAO;CALLAO;CALLAO;Calle Libertad;NO CORRESPONDE;URBANO
1117;CALLAO;CALLAO;CALLAO;Calle Manco Capac;NO CORRESPONDE;URBANO
1118;CALLAO;CALLAO;CALLAO;Calle Manco Capac;PE-20;NACIONAL
1119;CALLAO;CALLAO;CALLAO;Calle Marco Polo;NO CORRESPONDE;URBANO
1120;CALLAO;CALLAO;CALLAO;Jirón Inmaculada Concepción;NO CORRESPONDE;URBANO
1121;CALLAO;CALLAO;CALLAO;Jirón Nicolás de Piérola;PE-20;NACIONAL
1122;CALLAO;CALLAO;CALLAO;Jirón Saloom;NO CORRESPONDE;URBANO
1123;CALLAO;CALLAO;CALLAO;Prolongación Avenida Perú;NO CORRESPONDE;URBANO
1124;CALLAO;CALLAO;CALLAO;Vía Expresa Elmer Faucett;PE-20B;NACIONAL
1125;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;Avenida 1º de Mayo;NO CORRESPONDE;URBANO
1126;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;Avenida Argentina;NO CORRESPONDE;URBANO
1127;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;Avenida Enrique Meiggs;NO CORRESPONDE;URBANO
1128;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;Avenida Morales Duarez;NO CORRESPONDE;URBANO
1129;CALLAO;CALLAO;LA PERLA;Avenida Costanera;CL-100;DEPARTAMENTAL
1130;CALLAO;CALLAO;LA PERLA;Avenida de La Marina;NO CORRESPONDE;URBANO
1131;CALLAO;CALLAO;LA PERLA;Avenida República de Venezuela;NO CORRESPONDE;URBANO
1132;CALLAO;CALLAO;LA PERLA;Calle Manuel Ascencio Segura;NO CORRESPONDE;URBANO
1133;CALLAO;CALLAO;MI PERU;Avenida Coronel Nestor Gambetta;PE-20;NACIONAL
1134;CALLAO;CALLAO;MI PERU;Avenida Cuzco;NO CORRESPONDE;URBANO
1135;CALLAO;CALLAO;MI PERU;Avenida Tumbes;NO CORRESPONDE;URBANO
1136;CALLAO;CALLAO;MI PERU;Avenida Víctor Raúl Haya de la Torre;NO CORRESPONDE;URBANO
1137;CALLAO;CALLAO;VENTANILLA;Autopista Ventanilla;PE-20;NACIONAL
1138;CALLAO;CALLAO;VENTANILLA;Avenida Coronel Nestor Gambetta;NO CORRESPONDE;URBANO
1139;CALLAO;CALLAO;VENTANILLA;Avenida Coronel Nestor Gambetta;PE-20;NACIONAL
1140;CALLAO;CALLAO;VENTANILLA;Avenida Panamérica Norte Auxiliar;NO CORRESPONDE;URBANO
1141;CALLAO;CALLAO;VENTANILLA;Avenida Playa Los Delfines;NO CORRESPONDE;URBANO
1142;CALLAO;CALLAO;VENTANILLA;Calle 1;NO CORRESPONDE;URBANO
1143;CALLAO;CALLAO;VENTANILLA;Calle 11;NO CORRESPONDE;URBANO
1144;CALLAO;CALLAO;VENTANILLA;Calle 23;NO CORRESPONDE;URBANO
1145;CALLAO;CALLAO;VENTANILLA;Calle 40;NO CORRESPONDE;URBANO
1146;CALLAO;CALLAO;VENTANILLA;Calle 44;NO CORRESPONDE;URBANO
1147;CALLAO;CALLAO;VENTANILLA;Calle 51;NO CORRESPONDE;URBANO
1148;CALLAO;CALLAO;VENTANILLA;Calle Villanueva;NO CORRESPONDE;URBANO
1149;CALLAO;CALLAO;VENTANILLA;Carretera Panamericana Norte;PE-1N;NACIONAL
1150;CALLAO;CALLAO;VENTANILLA;Pachacútec;NO CORRESPONDE;URBANO
1151;CALLAO;CALLAO;VENTANILLA;Pasaje B9;NO CORRESPONDE;URBANO
1152;CALLAO;CALLAO;VENTANILLA;Prolongación Avenida 225;NO CORRESPONDE;URBANO
1153;CALLAO;CALLAO;VENTANILLA;Ventanilla;NO CORRESPONDE;URBANO
1154;CALLAO;CALLAO;VENTANILLA;Ventanilla;SIN CLASIFICAR;SIN CLASIFICAR
1155;CUSCO;ACOMAYO;ACOPIA;Acopía;CU-1633;PROVINCIAL
1156;CUSCO;ACOMAYO;ACOPIA;Acopía;CU-1639;PROVINCIAL
1157;CUSCO;ACOMAYO;ACOPIA;CU-1627;CU-1627;PROVINCIAL
1158;CUSCO;ACOMAYO;ACOPIA;Mosec Llacta;CU-1637;PROVINCIAL
1159;CUSCO;ACOMAYO;MOSOC LLACTA;Mosoc Llacta;SIN CLASIFICAR;SIN CLASIFICAR
1160;CUSCO;ACOMAYO;MOSOC LLACTA;Tactabamba;CU-1642;PROVINCIAL
1161;CUSCO;ACOMAYO;SANGARARA;CU-117;CU-117;DEPARTAMENTAL
1162;CUSCO;ACOMAYO;SANGARARA;Sangarará;SIN CLASIFICAR;SIN CLASIFICAR
1163;CUSCO;ANTA;ANCAHUASI;Ancahuasi;SIN CLASIFICAR;SIN CLASIFICAR
1164;CUSCO;ANTA;ANCAHUASI;Avenida Los Libertadores;PE-3S;NACIONAL
1165;CUSCO;ANTA;ANCAHUASI;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
1166;CUSCO;ANTA;ANTA;Avenida Jaquijahuana;PE-3S;NACIONAL
1167;CUSCO;ANTA;ANTA;Avenida Los Andes;CU-111;DEPARTAMENTAL
1168;CUSCO;ANTA;ANTA;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
1169;CUSCO;ANTA;ANTA;CU-110;CU-110;DEPARTAMENTAL
1170;CUSCO;ANTA;ANTA;CU-111;CU-111;DEPARTAMENTAL
1171;CUSCO;ANTA;ANTA;CU-709;CU-1247;PROVINCIAL
1172;CUSCO;ANTA;ANTA;Jirón Junín;PE-3S;NACIONAL
1173;CUSCO;ANTA;ANTA;PE-3SF;PE-3SF;NACIONAL
1174;CUSCO;ANTA;CACHIMAYO;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
1175;CUSCO;ANTA;CACHIMAYO;Cauris;CU-1150;PROVINCIAL
1176;CUSCO;ANTA;CACHIMAYO;PE-28F;PE-28F;NACIONAL
1177;CUSCO;ANTA;CHINCHAYPUJIO;Chinchaypujio;CU-1242;PROVINCIAL
1178;CUSCO;ANTA;CHINCHAYPUJIO;CU-611;CU-1220;PROVINCIAL
1179;CUSCO;ANTA;CHINCHAYPUJIO;PE-3SF;PE-3SF;NACIONAL
1180;CUSCO;ANTA;HUAROCONDO;CU-110;CU-110;DEPARTAMENTAL
1181;CUSCO;ANTA;HUAROCONDO;Huarocondo;CU-1209;PROVINCIAL
1182;CUSCO;ANTA;HUAROCONDO;Via Huarocondo - Zurite;CU-902;PROVINCIAL
1183;CUSCO;ANTA;LIMATAMBO;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
1184;CUSCO;ANTA;LIMATAMBO;Choquemarca;CU-1232;PROVINCIAL
1185;CUSCO;ANTA;LIMATAMBO;Limatambo;CU-896;PROVINCIAL
1186;CUSCO;ANTA;LIMATAMBO;Limatambo;SIN CLASIFICAR;SIN CLASIFICAR
1187;CUSCO;ANTA;MOLLEPATA;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
1188;CUSCO;ANTA;MOLLEPATA;CU-109;CU-109;DEPARTAMENTAL
1189;CUSCO;ANTA;PUCYURA;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
1190;CUSCO;ANTA;ZURITE;Calle Marquez;NO CORRESPONDE;URBANO
1191;CUSCO;ANTA;ZURITE;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
1192;CUSCO;ANTA;ZURITE;Tambo Real;CU-905;PROVINCIAL
1193;CUSCO;ANTA;ZURITE;Tambo Real;PE-3S;NACIONAL
1194;CUSCO;CALCA;CALCA;Ankasmarka;CU-948;PROVINCIAL
1195;CUSCO;CALCA;CALCA;Calca;PE-28B;NACIONAL
1196;CUSCO;CALCA;CALCA;Carretera hacia huchuycosco;PE-28B;NACIONAL
1197;CUSCO;CALCA;CALCA;CU-105;CU-105;DEPARTAMENTAL
1198;CUSCO;CALCA;CALCA;Patapata;NO CORRESPONDE;URBANO
1199;CUSCO;CALCA;CALCA;PE-28B;PE-28B;NACIONAL
1200;CUSCO;CALCA;LAMAY;PE-28B;PE-28B;NACIONAL
1201;CUSCO;CALCA;LARES;CU-104;CU-104;DEPARTAMENTAL
1202;CUSCO;CALCA;LARES;CU-105;CU-105;DEPARTAMENTAL
1203;CUSCO;CALCA;LARES;CU-593;CU-709;PROVINCIAL
1204;CUSCO;CALCA;LARES;Lares;CU-709;PROVINCIAL
1205;CUSCO;CALCA;LARES;Lares;SIN CLASIFICAR;SIN CLASIFICAR
1206;CUSCO;CALCA;LARES;Rosaspata;CU-712;PROVINCIAL
1207;CUSCO;CALCA;PISAC;Carretera Cusco- Pisac;PE-28G;NACIONAL
1208;CUSCO;CALCA;PISAC;CU-112;CU-112;DEPARTAMENTAL
1209;CUSCO;CALCA;SAN SALVADOR;PE-28B;PE-28B;NACIONAL
1210;CUSCO;CALCA;SAN SALVADOR;Qosqo Ayllu;CU-1073;PROVINCIAL
1211;CUSCO;CALCA;TARAY;Carretera Cusco- Pisac;PE-28G;NACIONAL
1212;CUSCO;CALCA;TARAY;Chitapampa;CU-1125;PROVINCIAL
1213;CUSCO;CALCA;YANATILE;CU-105;CU-105;DEPARTAMENTAL
1214;CUSCO;CALCA;YANATILE;CU-594;CU-750;PROVINCIAL
1215;CUSCO;CALCA;YANATILE;Quebrada Honda;CU-755;PROVINCIAL
1216;CUSCO;CALCA;YANATILE;Versalles;SIN CLASIFICAR;SIN CLASIFICAR
1217;CUSCO;CANAS;CHECCA;Checca;CU-1781;PROVINCIAL
1218;CUSCO;CANAS;CHECCA;Checca;CU-1789;PROVINCIAL
1219;CUSCO;CANAS;CHECCA;Checca;CU-1810;PROVINCIAL
1220;CUSCO;CANAS;CHECCA;Checca;SIN CLASIFICAR;SIN CLASIFICAR
1221;CUSCO;CANAS;CHECCA;CU-130;CU-130;DEPARTAMENTAL
1222;CUSCO;CANAS;CHECCA;CU-1801;CU-1801;PROVINCIAL
1223;CUSCO;CANAS;KUNTURKANKI;Carretera Espinar - Sicuani;PE-34F;NACIONAL
1224;CUSCO;CANAS;KUNTURKANKI;Carretera Espinar - Sicuani;PE-34G;NACIONAL
1225;CUSCO;CANAS;KUNTURKANKI;Kunturkanki;CU-1779;PROVINCIAL
1226;CUSCO;CANAS;KUNTURKANKI;Kunturkanki;SIN CLASIFICAR;SIN CLASIFICAR
1227;CUSCO;CANAS;LANGUI;Carretera Espinar - Sicuani;PE-34G;NACIONAL
1228;CUSCO;CANAS;LANGUI;Carretera Espinar - Sicuani;SIN CLASIFICAR;SIN CLASIFICAR
1229;CUSCO;CANAS;LANGUI;Langui;CU-1719;PROVINCIAL
1230;CUSCO;CANAS;LAYO;Calle Domingo Aragón;NO CORRESPONDE;URBANO
1231;CUSCO;CANAS;LAYO;Callejon Pampa;CU-1710;PROVINCIAL
1232;CUSCO;CANAS;LAYO;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
1233;CUSCO;CANAS;LAYO;Layo;CU-1741;PROVINCIAL
1234;CUSCO;CANAS;PAMPAMARCA;Iromoco;NO CORRESPONDE;URBANO
1235;CUSCO;CANAS;PAMPAMARCA;PE-34F;PE-34F;NACIONAL
1236;CUSCO;CANAS;YANAOCA;Colliri Chico;CU-1609;PROVINCIAL
1237;CUSCO;CANAS;YANAOCA;CU-126;CU-126;DEPARTAMENTAL
1238;CUSCO;CANAS;YANAOCA;Jilayhua;CU-136;DEPARTAMENTAL
1239;CUSCO;CANCHIS;CHECACUPE;Carretera Longitudinal de la Sierra Sur;PE-3S;NACIONAL
1240;CUSCO;CANCHIS;CHECACUPE;Checacupe;NO CORRESPONDE;URBANO
1241;CUSCO;CANCHIS;CHECACUPE;CU-124;CU-124;DEPARTAMENTAL
